name,rating,reviews,details,highly_rated,critically_rated
Valdel Engineers & Constructors,2.9,(123),Oil & Gas | Bangalore / Bengaluru +8 other locations,None,"Company Culture, Work Life Balance, Skill Development / Learning"
Jasper Industries,4.1,(124),Automobile | Hyderabad / Secunderabad +14 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
Swastik Infralogics Private Limited,4.0,(126),Engineering & Construction | Mumbai +20 other locations,"Company Culture, Job Security, Skill Development / Learning","Company Culture, Job Security, Skill Development / Learning"
Modern Foods,3.7,(124),Food Processing | Chennai +21 other locations,None,"Company Culture, Job Security, Skill Development / Learning"
Exemed Pharmaceuticals,4.0,(125),Pharma | Vadodara +6 other locations,"Job Security, Company Culture, Work Satisfaction",None
Ajnara India,3.4,(124),Real Estate | Noida +4 other locations,None,"Job Security, Company Culture, Work Satisfaction"
Bando India,3.7,(124),Auto Components | Bangalore / Bengaluru +11 other locations,Job Security,Job Security
Ajnara India,3.4,(124),Real Estate | Noida +4 other locations,None,Job Security
DSM,4.3,(125),Chemicals | Hyderabad / Secunderabad +23 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Basix,4.2,(124),Financial Services | Hyderabad / Secunderabad +63 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
DevTown,3.6,(125),Education & Training | Bangalore / Bengaluru +9 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Suntara Cosmetics,3.7,(124),Beauty & Personal Care | Ahmedabad +6 other locations,Work Life Balance,Work Life Balance
Bando India,3.7,(124),Auto Components | Bangalore / Bengaluru +11 other locations,Job Security,Job Security
Solulab inc,3.8,(124),IT Services & Consulting | Ahmedabad +3 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Valdel Engineers & Constructors,2.9,(123),Oil & Gas | Bangalore / Bengaluru +8 other locations,None,"Company Culture, Work Life Balance, Skill Development / Learning"
P C CHANDRA JEWELLERS,4.0,(125),Jewellery | Kolkata +24 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Aakash Health Care,3.9,(124),Healthcare | New Delhi +5 other locations,None,"Job Security, Work Life Balance, Company Culture"
Canteen Stores Department,4.4,(124),Mumbai +52 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
United Industries,3.8,(124),Industrial Machinery | Chennai +13 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
MAT Brakes,3.9,(124),Industrial Machinery | Sonipat +8 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Ferromatik Milacron,3.8,(125),Industrial Machinery | Ahmedabad +8 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Antraweb Technologies,3.8,(124),IT Services & Consulting | Mumbai +4 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
Veeraraghavan & Company,3.2,(125),Accounting & Auditing | Mumbai +21 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Nucsoft,2.8,(124),IT Services & Consulting | Mumbai +7 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Geltec,3.2,(124),Pharma | Bangalore / Bengaluru +8 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
M Tech Innovations,3.4,(124),Electronics Manufacturing | Pune +7 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Verka milk dairy,4.0,(124),Agriculture | Chandigarh +16 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Sundyota Numandis Pharmaceuticals,4.2,(124),Pharma | Ahmedabad +25 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Geltec,3.2,(124),Pharma | Bangalore / Bengaluru +8 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Verka milk dairy,4.0,(124),Agriculture | Chandigarh +16 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
M Tech Innovations,3.4,(124),Electronics Manufacturing | Pune +7 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Ferromatik Milacron,3.8,(125),Industrial Machinery | Ahmedabad +8 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
VDart,4.0,(126),IT Services & Consulting | Tiruchirappalli +3 other locations,"Company Culture, Work Satisfaction, Work Life Balance","Company Culture, Work Satisfaction, Work Life Balance"
Escorts Railway Equipment Division,3.6,(126),Industrial Machinery | Faridabad +3 other locations,None,"Company Culture, Work Satisfaction, Work Life Balance"
Veeraraghavan & Company,3.2,(125),Accounting & Auditing | Mumbai +21 other locations,None,"Company Culture, Work Satisfaction, Work Life Balance"
Nucsoft,2.8,(124),IT Services & Consulting | Mumbai +7 other locations,None,"Company Culture, Work Satisfaction, Work Life Balance"
Bijak,3.3,(124),Internet | Gurgaon / Gurugram +12 other locations,None,"Company Culture, Work Satisfaction, Work Life Balance"
Welspun Specialty Solutions,3.8,(123),Iron & Steel | Bharuch +9 other locations,None,"Company Culture, Work Satisfaction, Work Life Balance"
Mukand Sumi Special Steel,3.9,(125),Iron & Steel | Hosapete +9 other locations,Job Security,Job Security
Ace Creative Learning,4.0,(124),Design | Bangalore / Bengaluru +14 other locations,Work Life Balance,Work Life Balance
American India Foundation,4.0,(124),Non-Profit | New Delhi +36 other locations,"Work Life Balance, Skill Development / Learning","Work Life Balance, Skill Development / Learning"
Hotel Parle International,4.0,(125),Mumbai +48 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
Spun Micro Processing,3.6,(125),Auto Components | Gurgaon / Gurugram +7 other locations,Skill Development / Learning,Skill Development / Learning
Roto Pumps,4.0,(125),Industrial Machinery | Noida +8 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Elkayem Auto Ancillaries,3.5,(124),Industrial Machinery | Hosur +4 other locations,None,"Salary & Benefits, Company Culture, Work Life Balance"
Chryso,3.8,(124),Building Material | Mumbai +23 other locations,Job Security,Job Security
Laxmi India Finleasecap,4.1,(127),Jaipur +42 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Peekay Steel Castings,4.0,(125),Iron & Steel | Coimbatore +8 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
Linux Laboratories,3.3,(124),Pharma | Chennai +26 other locations,None,"Skill Development / Learning, Salary & Benefits"
Magnit Global,3.4,(125),Software Product | Vadodara +5 other locations,None,"Skill Development / Learning, Salary & Benefits"
Tynor Orthotics,3.5,(124),Fitness & Wellness | Mohali +18 other locations,None,"Skill Development / Learning, Salary & Benefits"
Servosys Solutions,3.0,(125),Financial Services | Mumbai +8 other locations,None,"Skill Development / Learning, Salary & Benefits"
Xome,4.2,(124),Internet | Chennai +4 other locations,"Company Culture, Work Life Balance, Job Security",None
Pixon Energy,4.1,(124),Electrical Equipment | Rajkot +8 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Mepro Pharmaceuticals,3.9,(125),Pharma | Vadodara +9 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Lilavati Hospital & Research Centre,3.8,(124),Healthcare | Mumbai +8 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
Rhenus Logistics,3.5,(124),Logistics | Mumbai +16 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
Virtuoso,3.7,(125),Industrial Automation | Pune +3 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
Shantha Biotechnics,4.6,(125),Biotechnology | Hyderabad / Secunderabad +3 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
ACE Group,4.2,(124),Real Estate | Noida +23 other locations,"Work Life Balance, Work Satisfaction, Job Security",None
ROI NET Solution,4.4,(123),FinTech | Gurgaon / Gurugram +32 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Volvo Construction Equipment,4.2,(124),Industrial Machinery | Bangalore / Bengaluru +25 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Prism Cement - Prism Johnson,3.9,(123),Building Material | Satna +37 other locations,Job Security,Job Security
Altruistic Technology Labs,3.3,(123),Bangalore / Bengaluru +14 other locations,None,Job Security
Speciality Restaurants,4.2,(123),Hospitality | Mumbai +13 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
Aditya Birla SunLife Asset Management Company,3.8,(123),Financial Services | Mumbai +47 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
InnoEye Technologies,3.5,(123),IT Services & Consulting | Indore,None,"Job Security, Company Culture, Work Life Balance"
Vogo Automotive,4.0,(123),Internet | Bangalore / Bengaluru +13 other locations,"Skill Development / Learning, Work Life Balance, Salary & Benefits","Skill Development / Learning, Work Life Balance, Salary & Benefits"
Hilton Garden Inn,4.1,(123),Hospitality | New Delhi +14 other locations,"Job Security, Skill Development / Learning, Company Culture","Job Security, Skill Development / Learning, Company Culture"
Riello Power India,3.7,(123),Electronics Manufacturing | Gurgaon / Gurugram +12 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
Milestone Gears,3.7,(123),Auto Components | Baddi +6 other locations,"Skill Development / Learning, Job Security","Skill Development / Learning, Job Security"
NSL Sugars,3.9,(124),Food Processing | Hyderabad / Secunderabad +19 other locations,"Work Satisfaction, Job Security",None
Future Market Insights,1.8,(123),Analytics & KPO | Pune,None,"Work Satisfaction, Job Security"
Gail Gas,4.2,(124),Oil & Gas | Bangalore / Bengaluru +31 other locations,"Company Culture, Work Life Balance, Skill Development / Learning","Company Culture, Work Life Balance, Skill Development / Learning"
Vinsum Axpress,3.2,(124),Logistics | Gurgaon / Gurugram +23 other locations,None,"Company Culture, Work Life Balance, Skill Development / Learning"
Drytech Processes (I),3.9,(123),Food Processing | Pandhurna +6 other locations,None,"Company Culture, Work Life Balance, Skill Development / Learning"
NIS Management Private,4.0,(123),Law Enforcement & Security | Kolkata +15 other locations,Work Life Balance,Work Life Balance
Ambrane India,4.1,(123),Consumer Electronics & Appliances | New Delhi +8 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
Timezone Entertainment,3.8,(124),Events | Mumbai +27 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
Western Coalfields,4.5,(123),Metals & Mining | Nagpur +16 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",None
Frontier Business Systems,3.3,(125),IT Services & Consulting | Bangalore / Bengaluru +15 other locations,None,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Unimrkt Research,3.2,(123),Analytics & KPO | Gurgaon / Gurugram +3 other locations,None,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Integrated Enterprises,3.9,(124),Financial Services | Chennai +27 other locations,Job Security,Job Security
Pentagon System and Services,3.7,(124),IT Services & Consulting | Mumbai +14 other locations,Job Security,Job Security
NPCC Engineering,3.8,(125),Oil & Gas | Mumbai +11 other locations,Job Security,Job Security
HelpAge India,4.4,(123),Non-Profit | New Delhi +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
GKN Sinter Metals,3.9,(123),Auto Components | Pune +9 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
ASA & Associates,3.4,(124),Accounting & Auditing | New Delhi +10 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Arvind Smartspaces Limited,3.6,(126),Real Estate | Ahmedabad +5 other locations,Salary & Benefits,Salary & Benefits
Cherise India,4.5,(123),Beverage | Pune +4 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
QR Crypher,4.2,(123),Software Product | Chennai +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Dr D Y Patil Medical College,4.0,(123),Healthcare | Pune +6 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Jharkhand State Livelihood Promotion Society,3.6,(125),Government | Ranchi +22 other locations,None,"Job Security, Company Culture, Work Life Balance"
Rabindranath Tagore International Institute of Cardiac Sciences,3.8,(123),Healthcare | Kolkata +8 other locations,Job Security,Job Security
MT Autocraft,3.9,(123),Auto Components | Rohtak +10 other locations,Skill Development / Learning,Skill Development / Learning
Petron Engineering Construction,4.1,(123),Engineering & Construction | Mumbai +26 other locations,"Work Satisfaction, Work Life Balance, Salary & Benefits",None
Hegde & Hegde Pharmaceutica,3.9,(124),Pharma | Mumbai +35 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Stanadyne India,3.9,(123),Auto Components | Chennai +4 other locations,None,"Job Security, Work Life Balance, Company Culture"
Toyota Boshoku Automotive,4.0,(123),Auto Components | Bangalore / Bengaluru +12 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Emrill Services LLC,4.2,(124),Facility Management Services | Dubai +7 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Bimbo Bakeries India,3.7,(123),FMCG | New Delhi +14 other locations,None,"Company Culture, Work Life Balance, Job Security"
LawSikho,4.3,(124),New Delhi +6 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
Prateek Group,3.8,(124),Real Estate | Noida +4 other locations,None,"Company Culture, Skill Development / Learning, Work Life Balance"
Smart Call Center Solutions,3.3,(124),BPO | Kolkata +5 other locations,None,"Company Culture, Skill Development / Learning, Work Life Balance"
Voith,4.0,(122),Pulp & Paper | Noida +12 other locations,"Job Security, Work Life Balance, Salary & Benefits","Job Security, Work Life Balance, Salary & Benefits"
High Street Essentials,3.9,(123),Retail | Noida +14 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Sensiple,3.1,(125),IT Services & Consulting | Chennai,None,"Company Culture, Work Life Balance, Work Satisfaction"
Sterling Manufacturing Company,4.1,(127),Gurgaon / Gurugram +28 other locations,"Company Culture, Work Life Balance, Promotions / Appraisal",None
alliantgroup,2.4,(127),Hyderabad / Secunderabad +2 other locations,None,"Company Culture, Work Life Balance, Promotions / Appraisal"
Nagarro Enterprise Services,3.8,(125),Gurgaon / Gurugram +12 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Work Life Balance, Company Culture, Salary & Benefits"
Reliance Smart Bazaar,4.1,(123),Retail | Mumbai +54 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
Sabyasachi Couture,3.7,(123),Fashion & Textile | Kolkata +4 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
CI Infotech,3.6,(124),IT Services & Consulting | New Delhi +10 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Flender,3.8,(123),Industrial Machinery | Chennai +5 other locations,"Job Security, Work Life Balance","Job Security, Work Life Balance"
Gemini Consulting & Services,3.9,(124),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
Zeta Global,3.8,(123),Software Product | Hyderabad / Secunderabad +5 other locations,Salary & Benefits,Salary & Benefits
Modi Naturals,3.9,(125),Agro Chemicals | New Delhi +26 other locations,Job Security,Job Security
Gameskraft,3.9,(122),Software Product | Bangalore / Bengaluru +2 other locations,Salary & Benefits,Salary & Benefits
Srijan Realty,3.9,(123),Real Estate | Kolkata +2 other locations,Salary & Benefits,Salary & Benefits
Ognibene India,3.9,(123),Industrial Machinery | Pune +4 other locations,None,Salary & Benefits
Madhavbaug,3.5,(123),Healthcare | Mumbai +36 other locations,None,Salary & Benefits
Zydus Pharma,3.8,(122),Pharma | Ahmedabad +30 other locations,None,Salary & Benefits
Bluestock ™,4.3,(189),FinTech | Pune +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Work Life Balance, Company Culture, Work Satisfaction"
Avinash Group,4.0,(123),Real Estate | Raipur +7 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",None
Urjanet Energy Solutions,3.9,(122),IT Services & Consulting | Chennai +2 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Company Culture, Work Life Balance, Salary & Benefits"
KMC Constructions,3.8,(122),Engineering & Construction | Hyderabad / Secunderabad +23 other locations,Job Security,Job Security
Government of Delhi,4.2,(122),Government | New Delhi +1 other locations,"Work Life Balance, Work Satisfaction","Work Life Balance, Work Satisfaction"
Patil Automation,3.2,(122),Industrial Machinery | Pune +9 other locations,None,"Work Life Balance, Work Satisfaction"
A2z Infra Engineering,3.8,(122),Engineering & Construction | Gurgaon / Gurugram +22 other locations,None,"Work Life Balance, Work Satisfaction"
Jaypee Brothers Medical Publishers,3.5,(123),Printing & Publishing | New Delhi +14 other locations,None,"Work Life Balance, Work Satisfaction"
IIMT Group of Colleges,3.4,(122),Education & Training | Greater Noida +12 other locations,None,"Work Life Balance, Work Satisfaction"
Integrated Resources,3.1,(122),Recruitment | Gurgaon / Gurugram +7 other locations,None,"Work Life Balance, Work Satisfaction"
Link Intime,3.4,(123),Investment Banking / Venture Capital / Private Equity | Mumbai +9 other locations,None,"Work Life Balance, Work Satisfaction"
Dangote Industries,3.9,(122),Building Material | Lagos +9 other locations,Job Security,Job Security
Vardhman Special Steels,4.3,(123),Iron & Steel | Ludhiana +5 other locations,"Company Culture, Job Security, Skill Development / Learning",None
IPAC,3.3,(123),Retail | Kolkata +15 other locations,None,"Company Culture, Job Security, Skill Development / Learning"
Dozco,3.6,(122),Industrial Machinery | Visakhapatnam +24 other locations,Job Security,Job Security
Interactive Avenues,3.7,(123),Marketing & Advertising | Mumbai +6 other locations,Job Security,Job Security
Arvind Technocrats & Engineers LLP,3.5,(124),New Delhi +22 other locations,None,Job Security
GoMechanic,3.7,(124),Internet | Gurgaon / Gurugram +18 other locations,None,Job Security
Rural Electrification Corporation,3.8,(122),Power | New Delhi +32 other locations,Work Life Balance,Work Life Balance
Factspan,3.5,(126),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,None,Work Life Balance
iSource,3.1,(123),Recruitment | Noida +15 other locations,None,Work Life Balance
Christ University,3.4,(122),Education & Training | Bangalore / Bengaluru +5 other locations,None,Work Life Balance
Enercon,3.8,(124),Power | Bangalore / Bengaluru +23 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
BVC Logistics,4.0,(123),Logistics | Mumbai +26 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Tm Automotive Seating Systems,3.6,(122),Auto Components | Pune +12 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Uno Minda Kyoraku,3.9,(122),Automobile | Bangalore / Bengaluru +10 other locations,Job Security,Job Security
Arcon TechSolutions,3.6,(122),IT Services & Consulting | Mumbai +11 other locations,Job Security,Job Security
Enercon,3.8,(124),Power | Bangalore / Bengaluru +23 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
BVC Logistics,4.0,(123),Logistics | Mumbai +26 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Prayag Polymers,3.8,(123),Petrochemicals | New Delhi +30 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Factspan,3.5,(126),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
iSource,3.1,(123),Recruitment | Noida +15 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Christ University,3.4,(122),Education & Training | Bangalore / Bengaluru +5 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Tm Automotive Seating Systems,3.6,(122),Auto Components | Pune +12 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Sahu Exports,4.2,(123),Fashion & Textile | Noida +6 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
New India Co-Op Bank,3.2,(123),Banking | Mumbai +6 other locations,None,"Skill Development / Learning, Salary & Benefits"
Cube Highways,4.2,(123),Noida +39 other locations,"Job Security, Company Culture, Work Life Balance",None
Drools,3.3,(128),Bangalore / Bengaluru +39 other locations,None,"Job Security, Company Culture, Work Life Balance"
Milltec Machinery Pvt Ltd Bangalore,3.7,(123),Industrial Machinery | Bangalore / Bengaluru +18 other locations,None,"Job Security, Company Culture, Work Life Balance"
Tcs And Associates,3.8,(123),Chennai +19 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Smarter BIZ Technologies,3.2,(121),IT Services & Consulting | Bangalore / Bengaluru +13 other locations,None,"Job Security, Company Culture, Work Life Balance"
Little Nap Recliners,4.6,(121),Furniture & Furnishing | New Delhi +14 other locations,"Company Culture, Job Security, Work Life Balance",None
Hipad Technology India,4.0,(121),Electronics Manufacturing | Noida +3 other locations,Skill Development / Learning,Skill Development / Learning
Vrinsoft Technology,4.6,(122),IT Services & Consulting | Ahmedabad +1 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
BlueBinaries Engineering and Solutions,3.0,(122),Software Product | Chennai +5 other locations,None,"Company Culture, Skill Development / Learning, Work Satisfaction"
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,3.6,(121),Government | Bhopal +56 other locations,Skill Development / Learning,Skill Development / Learning
Nippon Toyota,3.9,(122),Auto Components | Kochi +11 other locations,"Company Culture, Job Security, Work Life Balance","Company Culture, Job Security, Work Life Balance"
Sharp Sight,4.0,(121),Healthcare | New Delhi +10 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Informatica,3.6,(124),Software Product | Bangalore / Bengaluru +9 other locations,Work Life Balance,Work Life Balance
Object Frontier Software,3.9,(121),IT Services & Consulting | Chennai +3 other locations,"Work Life Balance, Salary & Benefits",None
PolicyX.com,3.2,(122),FinTech | Gurgaon / Gurugram +5 other locations,None,"Work Life Balance, Salary & Benefits"
Khandelwal Laboratories,4.0,(121),Pharma | Mumbai +18 other locations,"Company Culture, Work Life Balance, Job Security",None
Dr. Amin Controllers,4.0,(121),Engineering & Construction | Mumbai +24 other locations,Skill Development / Learning,Skill Development / Learning
Cheers Interactive,3.5,(121),Management Consulting | Mumbai +4 other locations,None,Skill Development / Learning
House of Beauty,4.0,(121),Internet | Gurgaon / Gurugram +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
ParamInfo,3.9,(121),IT Services & Consulting | Hyderabad / Secunderabad +3 other locations,"Company Culture, Job Security, Skill Development / Learning",None
Suhail Bahwan Automobiles,4.3,(121),Auto Components | Muscat +9 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Skill Development / Learning, Company Culture, Work Life Balance"
Goel Ganga Developments,3.8,(121),Real Estate | Pune +2 other locations,Work Life Balance,Work Life Balance
Aksh Optifibre,3.6,(121),Telecom | New Delhi +12 other locations,None,Work Life Balance
ETP International,3.3,(121),Power | Mumbai +3 other locations,None,Work Life Balance
Bausch & Lomb,3.8,(121),Medical Equipment | Gurgaon / Gurugram +20 other locations,"Work Life Balance, Salary & Benefits","Work Life Balance, Salary & Benefits"
Spinco Biotech,3.7,(121),Biotechnology | Chennai +14 other locations,Job Security,Job Security
Prothious Engineering Services,3.4,(121),Design | Chennai +6 other locations,Job Security,Job Security
Radiant Guard Services Pvt. Ltd. - India,4.8,(121),Law Enforcement & Security | Pune +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Hind Rectifiers,3.6,(121),Electrical Equipment | Mumbai +9 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Mistral Solutions,3.7,(122),IT Services & Consulting | Bangalore / Bengaluru +5 other locations,Job Security,None
UNI Klinger,3.7,(122),Industrial Machinery | Pune +9 other locations,Work Life Balance,Work Life Balance
Vitech Systems Asia,3.7,(122),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,None,Work Life Balance
Thermo Systems India,3.9,(121),Semiconductors | Hyderabad / Secunderabad +20 other locations,"Job Security, Work Life Balance",None
Biotech Vision Care,3.4,(123),Healthcare | Ahmedabad +21 other locations,None,"Job Security, Work Life Balance"
Paladion Networks,3.7,(121),Hardware & Networking | Bangalore / Bengaluru +5 other locations,Job Security,Job Security
Hungama,3.0,(121),Internet | Mumbai +8 other locations,None,Job Security
MPPTCL,3.8,(121),Oil & Gas | Jabalpur +28 other locations,Skill Development / Learning,Skill Development / Learning
Polyplastics,4.0,(121),Petrochemicals | Ahmedabad +17 other locations,"Job Security, Skill Development / Learning, Work Satisfaction","Job Security, Skill Development / Learning, Work Satisfaction"
Infoblox,4.1,(121),IT Services & Consulting | Bangalore / Bengaluru +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Siemens Industry Software (India),4.3,(121),Industrial Automation | Pune +7 other locations,"Work Life Balance, Company Culture, Job Security",None
Amphenol Omniconnect - India,3.8,(123),Electronics Manufacturing | Chennai +3 other locations,Work Life Balance,Work Life Balance
Cairn Oil,3.9,(121),Barmer +16 other locations,Salary & Benefits,Salary & Benefits
Vigour Mobile,3.6,(121),Consumer Electronics & Appliances | Gurgaon / Gurugram +25 other locations,None,Salary & Benefits
Exponentia.ai,4.2,(120),Emerging Technologies | Mumbai +5 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Data Bridge Market Research,2.4,(122),Analytics & KPO | Pune +4 other locations,None,"Skill Development / Learning, Work Satisfaction, Company Culture"
Montage Enterprises,3.7,(121),Packaging | Gwalior +11 other locations,Job Security,Job Security
Real Estate Group,4.1,(122),Real Estate | Mumbai +39 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",None
Konstelec Engineers,3.5,(121),Engineering & Construction | Mumbai +25 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
KPI Partners,3.3,(122),IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,None,"Company Culture, Work Satisfaction, Skill Development / Learning"
PubMatic,3.9,(121),IT Services & Consulting | Pune +2 other locations,"Company Culture, Salary & Benefits","Company Culture, Salary & Benefits"
CDW,4.5,(121),IT Services & Consulting | Chennai +4 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Shakti Precision Components,3.7,(121),Other | Bangalore / Bengaluru +5 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Space Matrix Design Consultants,3.6,(121),Architecture & Interior Design | Bangalore / Bengaluru +9 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Rotex,4.1,(121),Auto Components | Vadodara +7 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Agrim,3.4,(124),Agriculture | Gurgaon / Gurugram +11 other locations,None,"Job Security, Company Culture, Skill Development / Learning"
HMD Global,3.7,(122),Electronics Manufacturing | Gurgaon / Gurugram +36 other locations,Work Life Balance,Work Life Balance
HCL Foundation,4.1,(122),Non-Profit | Lucknow +8 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Solenis,4.0,(122),Chemicals | Hyderabad / Secunderabad +7 other locations,"Work Life Balance, Job Security, Work Satisfaction",None
HYOSUNG T&D,3.8,(121),Electrical Equipment | Pune +5 other locations,None,"Work Life Balance, Job Security, Work Satisfaction"
Ceratizit,4.3,(123),Industrial Machinery | Bangalore / Bengaluru +13 other locations,"Job Security, Company Culture, Work Life Balance",None
Actis Technologies,4.1,(121),IT Services & Consulting | Mumbai +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Alexander Mann Solutions,3.2,(123),Recruitment | Mumbai +12 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
The Wadhwa Group,3.4,(122),Real Estate | Mumbai +5 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Leena AI,3.0,(122),Software Product | Gurgaon / Gurugram +5 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Tarento Technologies,4.0,(121),IT Services & Consulting | Bangalore / Bengaluru +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Flovel Energy,4.0,(123),Power | Faridabad +5 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
